,Unnamed: 0,SUCURSAL,PERIODO,MES,PROVEEDOR,FOLIO_VENTA,TIPO_VENTA,CANTIDAD_VENTA,TOTAL_VENTA,ULTIMO_COSTO,CODIGO_BARRAS,DTO_CLIENTE,TITULO,TIPO_PRODUCTO,PRECIO_LISTA,COSTO_DEL_DIA_VTA,AUTOR_,DTO_COMERCIAL_,EDITORIAL_,AREA_TEMATICA_,TEMA_,SUBTEMA_,Num_dia_ven,Fecha_ven,N_dia_ven,N_mes_ven,FONDO_180d
82044,101567,SUCURSAL_5,2021,1,NIRVANA LIBROS SA DE CV,616263.0,PISO DE VENTA,1.0,780.0,520.0,9788497779098,,"LEYES DEL EXITO, LAS / PD.",LIBRO,1040.0,,"HILL, NAPOLEON",50.0,EDICIONES OBELISCO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,27,2021-01-27,MiÃ©rcoles,Enero,Fondo
44873,56343,SUCURSAL_1,2022,7,EDITORIAL PLANETA MEXICANA,7293428.0,PISO DE VENTA,1.0,368.0,201.84,9786070749070,0.0,Para siempre Lara Jean,LIBRO,368.0,213.44,"HAN, JENNY",42.0,CROSSBOOKS,JUVENIL,LITERATURA,LITERATURA JUVENIL,10,2022-07-10,Domingo,Julio,Fondo
87191,107665,SUCURSAL_5,2021,4,COLOFON SA DE CV,625489.0,PISO DE VENTA,1.0,678.75,407.25,9788417996543,,La herencia del dios perdido,LIBRO,905.0,,"SLOTERDIJK, PETER",55.0,SIRUELA,HUMANIDADES,FILOSOFIA,FILOSOFIA,9,2021-04-09,Viernes,Abril,Fondo
45234,56792,SUCURSAL_1,2022,7,EDITORIAL PLANETA MEXICANA,7295221.0,PISO DE VENTA,1.0,308.0,178.64,9786070752032,0.0,La ciudad oculta / vol. 1,LIBRO,308.0,178.64,"MAULEON, HECTOR DE",42.0,PLANETA,CIENCIAS SOCIALES,CIENCIAS SOCIALES,COMUNICACION Y PERIODISMO,17,2022-07-17,Domingo,Julio,Fondo
97468,122342,SUCURSAL_5,2022,11,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,695752.0,PISO DE VENTA,1.0,109.0,63.22,9786073802345,0.0,L.O.L. Surprise! Let's dance,LIBRO,109.0,63.22,BENDON PUBLISHING INTERNATIONAL,42.0,ALTEA INFANTIL,NIÃOS,NIÃOS,DE 6 A 12 AÃOS,18,2022-11-18,Viernes,Noviembre,Fondo
56963,70782,SUCURSAL_1,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7347366.0,PISO DE VENTA,1.0,229.0,132.82,9786073156226,0.0,La Virgen de los sicarios,LIBRO,229.0,132.82,"VALLEJO, FERNANDO",42.0,DEBOLSILLO,LITERATURA,LITERATURA,NARRATIVA IBEROAMERICANA,18,2022-12-18,Domingo,Diciembre,Fondo
166802,204679,SUCURSAL_4,2021,6,EDITORIAL OCEANO DE MEXICO SA DE CV,841296.0,PISO DE VENTA,1.0,295.0,143.52,9788433902689,0.0,Lolita,LIBRO,295.0,,"NABOKOV, VLADIMIR",44.8,ANAGRAMA,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,22,2021-06-22,Martes,Junio,Fondo
54583,67991,SUCURSAL_1,2022,10,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7331366.0,PISO DE VENTA,1.0,489.0,283.62,9786073128834,0.0,Juego de tronos / CanciÃ³n de hielo y fuego / vol. 1,LIBRO,489.0,283.62,"MARTIN, GEORGE R. R.",42.0,DEBOLSILLO,LITERATURA,LITERATURA,CIENCIA FICCION Y LITERATURA FANTASTICA,29,2022-10-29,SÃ¡bado,Octubre,Fondo
86763,107216,SUCURSAL_5,2021,4,COLOFON SA DE CV,626515.0,PISO DE VENTA,1.0,330.0,220.0,9788416748907,,ME CASE POR ALEGRIA,LIBRO,440.0,,"GINZBURG, NATALIA",50.0,ACANTILADO,ARTES,TEATRO,OBRAS TEATRALES,17,2021-04-17,SÃ¡bado,Abril,Fondo
110369,139374,SUCURSAL_2,2022,3,NIRVANA LIBROS SA DE CV,4364568.0,PISO DE VENTA,1.0,770.0,385.0,9788418531514,0.0,El tarot de la bruja verde,LIBRO,770.0,,"MOURA, ANN",50.0,SIRIO,ESOTERISMO,ESOTERISMO,ARTES ADIVINATORIAS,1,2022-03-01,Martes,Marzo,Novedad
141500,177099,SUCURSAL_2,2022,10,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,4428082.0,PISO DE VENTA,1.0,169.0,98.02,9786073812450,0.0,Meditaciones,LIBRO,169.0,98.02,MARCO AURELIO,42.0,TAURUS,HUMANIDADES,FILOSOFIA,FILOSOFIA,20,2022-10-20,Jueves,Octubre,Novedad
86770,107223,SUCURSAL_5,2021,3,COLOFON SA DE CV,621156.0,PISO DE VENTA,1.0,705.0,423.0,9788417624958,,PENTAMERON. EL CUENTO DE LOS CUENTOS / 3 ED.,LIBRO,940.0,,"GIAMBATTISTA BASILE, JOSE",55.0,SIRUELA,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,5,2021-03-05,Viernes,Marzo,Fondo
110082,139051,SUCURSAL_2,2022,1,NIRVANA LIBROS SA DE CV,4349257.0,PISO DE VENTA,1.0,241.2,210.0,9788416579662,0.33,MINI HABITOS. COMO LOGRAR GRANDES RESULTADOS,LIBRO,360.0,,"GUISE, STEPHEN",50.0,SIRIO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,12,2022-01-12,MiÃ©rcoles,Enero,Fondo
85336,105596,SUCURSAL_5,2021,7,NIRVANA LIBROS SA DE CV,636398.0,PISO DE VENTA,1.0,277.5,185.0,9788418531071,0.25,BrujerÃ­a verde,LIBRO,370.0,,"VANDERBECK, PAIGE",50.0,SIRIO,ESOTERISMO,ESOTERISMO,MAGIA Y BRUJERIA,6,2021-07-06,Martes,Julio,Novedad
114665,144477,SUCURSAL_2,2021,12,NIRVANA LIBROS SA DE CV,4341477.0,PISO DE VENTA,1.0,213.75,142.5,9788491115779,0.25,La fe es tu fortuna,LIBRO,285.0,,"GODDARD, NEVILLE",50.0,EDICIONES OBELISCO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,20,2021-12-20,Lunes,Diciembre,Fondo
8045,10640,SUCURSAL_1,2021,2,EDITORIAL OCEANO DE MEXICO SA DE CV,7112948.0,PISO DE VENTA,1.0,427.5,285.0,9788417553036,,El verano en que mi madre tuvo los ojos verdes,LIBRO,570.0,,"TIBULEAC, TATIANA",50.0,IMPEDIMENTA,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,5,2021-02-05,Viernes,Febrero,Fondo
93828,116896,SUCURSAL_5,2022,12,EDITORIAL PLANETA MEXICANA,700588.0,PISO DE VENTA,1.0,198.0,,9786070791307,0.0,"Baby Shark. Cuentos de 5 minutos. Con amor, Baby Shark",LIBRO,198.0,114.84,NICKELODEON,42.0,PLANETA (LICENCIAS),NIÃOS,NIÃOS,DE 3 A 5 AÃOS,24,2022-12-24,SÃ¡bado,Diciembre,Novedad
99687,125652,SUCURSAL_5,2022,11,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,695512.0,PISO DE VENTA,1.0,399.0,231.42,9786073815017,0.0,"Padre Rico, Padre Pobre (EdiciÃ³n 25 aniversario)",LIBRO,399.0,231.42,"KIYOSAKI, ROBERT T.",42.0,AGUILAR,"ECONOMÃA, ADMINISTRACIÃN Y FINANZAS",NEGOCIOS Y ADMINISTRACION DE EMPRESAS,LIDERAZGO Y COMPETITIVIDAD,14,2022-11-14,Lunes,Noviembre,Novedad
78092,96452,SUCURSAL_5,2021,10,EDITORIAL OCEANO DE MEXICO SA DE CV,651735.0,PISO DE VENTA,1.0,295.0,162.84,9788496111523,0.0,WICCA. UNA GUIA PARA LA PRACTICA INDIVIDUAL,LIBRO,295.0,,"CUNNINGHAM, SCOTT",44.8,OCEANO / ARKANO BOOKS,ESOTERISMO,ESOTERISMO,ENIGMAS Y CIENCIAS OCULTAS,27,2021-10-27,MiÃ©rcoles,Octubre,Fondo
82563,102197,SUCURSAL_5,2021,1,NIRVANA LIBROS SA DE CV,616234.0,PISO DE VENTA,1.0,487.5,325.0,9788491112549,,"TAROT DE LAS BRUJAS, EL (ESTUCHE)",LIBRO,650.0,,"PERADEJORDI, AMALIA",50.0,EDICIONES OBELISCO,ESOTERISMO,ESOTERISMO,ARTES ADIVINATORIAS,27,2021-01-27,MiÃ©rcoles,Enero,Fondo
102997,129952,SUCURSAL_2,2022,6,EDITORIAL OCEANO DE MEXICO SA DE CV,4388969.0,PISO DE VENTA,1.0,530.0,292.56,9786075276915,0.0,"48 LEYES DEL PODER, LAS",LIBRO,530.0,292.56,"GREENE, ROBERT",44.8,OCEANO,"ECONOMÃA, ADMINISTRACIÃN Y FINANZAS",NEGOCIOS Y ADMINISTRACION DE EMPRESAS,LIDERAZGO Y COMPETITIVIDAD,9,2022-06-09,Jueves,Junio,Fondo
28181,34915,SUCURSAL_1,2021,5,COLOFON SA DE CV,7145087.0,PISO DE VENTA,1.0,463.13,312.5,9788498795882,,"PSICOLOGIA DEL YOGA KUNDALINI, LA",LIBRO,650.0,,"JUNG, CARL GUSTAV",50.0,TROTTA,HUMANIDADES,PSICOLOGIA,PSICOANALISIS,8,2021-05-08,SÃ¡bado,Mayo,Fondo
98020,123238,SUCURSAL_5,2022,11,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,696766.0,PISO DE VENTA,1.0,329.0,190.82,9786073810555,0.0,Antes de diciembre,LIBRO,329.0,190.82,"MARCUS, JOANA",42.0,MONTENA,JUVENIL,LITERATURA,LITERATURA JUVENIL,30,2022-11-30,MiÃ©rcoles,Noviembre,Fondo
102825,129737,SUCURSAL_2,2022,6,EDITORIAL OCEANO DE MEXICO SA DE CV,4392513.0,PISO DE VENTA,1.0,425.0,234.6,9788496111561,0.0,DESTINO DE LAS ALMAS,LIBRO,425.0,234.6,"NEWTON, MICHAEL",44.8,OCEANO / ARKANO BOOKS,ESOTERISMO,ESOTERISMO,METAFISICA,26,2022-06-26,Domingo,Junio,Fondo
121757,152519,SUCURSAL_2,2022,8,PEARSON EDUCACION DE MEXICO SA DE CV,4408054.0,PISO DE VENTA,1.0,397.0,258.05,9786073244275,0.0,FISICA,LIBRO,397.0,258.05,"WALKER, JAMES S.",35.0,PEARSON,"TEXTOS ESCOLARES, UNIVERSITARIOS Y TÃCNICOS",TEXTOS ESCOLARES,BACHILLERATO,24,2022-08-24,MiÃ©rcoles,Agosto,Fondo
46370,58217,SUCURSAL_1,2022,7,EDITORIAL PLANETA MEXICANA,7296799.0,PISO DE VENTA,1.0,418.0,242.44,9786070763847,0.0,El amante polaco / Libro I,LIBRO,418.0,242.44,"PONIATOWSKA, ELENA",42.0,SEIX BARRAL,LITERATURA,LITERATURA,AUTORES MEXICANOS,24,2022-07-24,Domingo,Julio,Fondo
156831,193768,SUCURSAL_3,2022,12,EDITORIAL PLANETA MEXICANA,2036634.0,PISO DE VENTA,1.0,99.0,57.42,9786070758478,0.0,El complot mongol,LIBRO,99.0,57.42,"BERNAL, RAFAEL",42.0,JOAQUIN MORTIZ,LITERATURA,LITERATURA,AUTORES MEXICANOS,12,2022-12-12,Lunes,Diciembre,Fondo
137818,172569,SUCURSAL_2,2022,7,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,4397317.0,PISO DE VENTA,1.0,299.0,173.42,9786073193016,0.0,Harry Potter y la cÃ¡mara secreta,LIBRO,299.0,173.42,"ROWLING, J. K. (ROWLING, JOANNE KATHLEEN)",42.0,EDICIONES SALAMANDRA,JUVENIL,LITERATURA,LITERATURA JUVENIL,18,2022-07-18,Lunes,Julio,Fondo
14377,19403,SUCURSAL_1,2021,10,EDITORIAL OCEANO DE MEXICO SA DE CV,7199469.0,PISO DE VENTA,1.0,450.0,248.4,9788433968777,0.0,"ULTIMO LECTOR, EL",LIBRO,450.0,,"PIGLIA, RICARDO",44.8,ANAGRAMA,LITERATURA,LITERATURA,NARRATIVA IBEROAMERICANA,3,2021-10-03,Domingo,Octubre,Fondo
161540,198751,SUCURSAL_3,2022,11,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,2034226.0,PISO DE VENTA,1.0,99.0,57.42,9786073800099,0.0,#NiUnaMÃ¡s,LIBRO,99.0,57.42,"FRIDA GUERRERA (VILLALVAZO, VERONICA)",42.0,DEBOLSILLO,CIENCIAS SOCIALES,CIENCIAS SOCIALES,GENERO,19,2022-11-19,SÃ¡bado,Noviembre,Fondo
115935,145893,SUCURSAL_2,2022,1,COLOFON SA DE CV,4347918.0,PISO DE VENTA,1.0,165.0,110.0,9788476358207,0.25,"INDEPENDENCIA DE MEXICO 1810 - 1821, LA",LIBRO,220.0,,"SANCHEZ ANDRES, AGUSTIN",50.0,ARCO LIBROS,CIENCIAS SOCIALES,HISTORIA,HISTORIA DE MEXICO,7,2022-01-07,Viernes,Enero,Fondo
181232,222110,SUCURSAL_4,2022,7,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,887882.0,PISO DE VENTA,1.0,239.0,138.62,9786073193610,0.0,El curioso incidente del perro a medianoche,LIBRO,239.0,138.62,"HADDON, MARK",42.0,EDICIONES SALAMANDRA,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,7,2022-07-07,Jueves,Julio,Fondo
16037,21220,SUCURSAL_1,2022,1,NIRVANA LIBROS SA DE CV,7240606.0,PISO DE VENTA,1.0,300.0,200.0,9788418531415,0.25,El espectro de la inflamaciÃ³n. Descubre los alimentos que la provocan y reinicia tu organismo,LIBRO,400.0,,"ADAMSON, EVE",50.0,SIRIO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SALUD ALTERNATIVA,DIETAS Y EN FORMA,13,2022-01-13,Jueves,Enero,Novedad
16270,21462,SUCURSAL_1,2022,1,NIRVANA LIBROS SA DE CV,7243439.0,PISO DE VENTA,1.0,490.0,285.0,9788499887111,0.0,TERAPIA COGNITIVA BASADA EN EL MINDFULNESS MBCT,LIBRO,490.0,,"CRANE, REBECCA",50.0,KAIROS,HUMANIDADES,PSICOLOGIA,PSICOLOGIA APLICADA,22,2022-01-22,SÃ¡bado,Enero,Fondo
20783,26768,SUCURSAL_1,2021,11,NIRVANA LIBROS SA DE CV,7211482.0,PISO DE VENTA,1.0,345.0,230.0,9788497774291,0.25,"TAROT INSTANTANEO, EL",LIBRO,460.0,,"TYSON, DONALD",50.0,EDICIONES OBELISCO,ESOTERISMO,ESOTERISMO,ARTES ADIVINATORIAS,7,2021-11-07,Domingo,Noviembre,Fondo
159151,196175,SUCURSAL_3,2022,12,EDITORIAL PLANETA MEXICANA,2036309.0,PISO DE VENTA,1.0,348.0,201.84,9786070793271,0.0,El dilema de PenÃ©lope,LIBRO,348.0,201.84,"ZEPEDA PATTERSON, JORGE",42.0,PLANETA,LITERATURA,LITERATURA,AUTORES MEXICANOS,9,2022-12-09,Viernes,Diciembre,Novedad
52638,65657,SUCURSAL_1,2022,12,EDITORIAL PLANETA MEXICANA,7353499.0,PISO DE VENTA,1.0,598.0,346.84,9786070793028,0.0,Licencia para espiar,LIBRO,598.0,346.84,"POSADAS, CARMEN",42.0,ESPASA,LITERATURA,LITERATURA,NOVELA POLICIACA Y DE SUSPENSO,31,2022-12-31,SÃ¡bado,Diciembre,Novedad
117791,148024,SUCURSAL_2,2021,6,COLOFON SA DE CV,4284765.0,PISO DE VENTA,1.0,326.25,217.5,9788475170749,0.25,Poemas de la locura. Precedidos de algunos testimonios de sus contemporÃ¡neos sobre los aÃ±os oscuros del poeta / 12 ed.,LIBRO,435.0,,"HOLDERLIN, FRIEDRICH",50.0,EDICIONES HIPERION,LITERATURA,LITERATURA,POESIA,27,2021-06-27,Domingo,Junio,Fondo
14341,19350,SUCURSAL_1,2021,11,EDITORIAL OCEANO DE MEXICO SA DE CV,7215466.0,PISO DE VENTA,1.0,290.0,160.08,9788417851248,0.0,La bruja en casa. GuÃ­a completa de rituales y hechizos para convertir tu casa en un espacio mÃ¡gico,LIBRO,290.0,,"MURPHY HISCOCK, ARIN",44.8,OCEANO / ARKANO BOOKS,ESOTERISMO,ESOTERISMO,MAGIA Y BRUJERIA,18,2021-11-18,Jueves,Noviembre,Novedad
38,40,SUCURSAL_1,2022,2,EDITORIAL OCEANO DE MEXICO SA DE CV,7252955.0,PISO DE VENTA,1.0,545.0,300.84,9786075278124,0.0,HOJAS DE RUTA / 4 ED.,LIBRO,545.0,,"BUCAY, JORGE",44.8,OCEANO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,15,2022-02-15,Martes,Febrero,Fondo
37890,46872,SUCURSAL_1,2022,8,PEARSON EDUCACION DE MEXICO SA DE CV,7306823.0,PISO DE VENTA,1.0,408.0,265.2,9786073243940,0.0,LITERATURA UNIVERSAL / 5 ED.,LIBRO,408.0,265.2,"CORREA, ALICIA",35.0,PEARSON,"TEXTOS ESCOLARES, UNIVERSITARIOS Y TÃCNICOS",TEXTOS ESCOLARES,BACHILLERATO,22,2022-08-22,Lunes,Agosto,Fondo
104395,131862,SUCURSAL_2,2021,3,EDITORIAL OCEANO DE MEXICO SA DE CV,4264694.0,PISO DE VENTA,1.0,234.0,157.32,9780988221802,,"PODER DEL METABOLISMO, EL (NUEVA EDICION) / 4 ED.",LIBRO,260.0,,"SUAREZ, FRANK",44.8,METABOLIC PRESS,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SALUD ALTERNATIVA,DIETAS Y EN FORMA,25,2021-03-25,Jueves,Marzo,Fondo
22431,28605,SUCURSAL_1,2021,9,NIRVANA LIBROS SA DE CV,7189135.0,PISO DE VENTA,1.0,270.0,180.0,9788417030735,0.25,"CAMINO MAS FACIL, EL",LIBRO,360.0,,"KATZ, MABEL",50.0,SIRIO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,8,2021-09-08,MiÃ©rcoles,Septiembre,Fondo
88597,109308,SUCURSAL_5,2021,11,COLOFON SA DE CV,654250.0,PISO DE VENTA,1.0,465.0,310.0,9788497434607,0.25,"PODER DEL MIEDO, EL. DONDE GUARDAMOS NUESTROS TEMORES COTIDIANOS",LIBRO,620.0,,"TIZON, JORGE L.",50.0,MILENIO,HUMANIDADES,PSICOLOGIA,PSICOANALISIS,14,2021-11-14,Domingo,Noviembre,Fondo
109054,137796,SUCURSAL_2,2022,1,NIRVANA LIBROS SA DE CV,4349719.0,PISO DE VENTA,1.0,280.0,200.0,9788491111696,0.3,"CODIGO DE LA MANIFESTACION, EL",LIBRO,400.0,,"SAMSO, RAIMON",50.0,EDICIONES OBELISCO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,LITERATURA ESPIRITUAL,14,2022-01-14,Viernes,Enero,Fondo
30639,37700,SUCURSAL_1,2021,6,COLOFON SA DE CV,7157027.0,PISO DE VENTA,1.0,99.0,49.0,9788478444526,0.0,El camello salvaje,LIBRO,99.0,,"JAENADA, PHILIPPE",50.51,SIRUELA,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,15,2021-06-15,Martes,Junio,Fondo
52063,64967,SUCURSAL_1,2022,12,EDITORIAL PLANETA MEXICANA,7353299.0,PISO DE VENTA,1.0,448.0,259.84,9786070794483,0.0,BosÃ©. Historia secreta de mis mejores canciones,LIBRO,448.0,259.84,"BOSE, MIGUEL",42.0,ESPASA,ARTES,"ARTES, BELLAS ARTES Y ARTES DECORATIVAS",MUSICA Y DANZA,30,2022-12-30,Viernes,Diciembre,Novedad
164322,201724,SUCURSAL_4,2022,5,EDITORIAL OCEANO DE MEXICO SA DE CV,883751.0,PISO DE VENTA,1.0,395.0,218.04,9788417623821,0.0,Tiempo de cuidados. Otra forma de estar en el mundo,LIBRO,395.0,,"CAMPS, VICTORIA",44.8,ARPA EDITORES,HUMANIDADES,FILOSOFIA,FILOSOFIA,21,2022-05-21,SÃ¡bado,Mayo,Fondo
175657,215240,SUCURSAL_4,2022,10,EDITORIAL PLANETA MEXICANA,899313.0,PISO DE VENTA,1.0,99.0,57.42,9786070754005,0.0,STAR WARS. UNA NUEVA ESPERANZA (EL COMIC),LIBRO,99.0,57.42,LUCAS FILM,42.0,PLANETA (LICENCIAS),LITERATURA ILUSTRADA Y CÃMIC,"ARTES, BELLAS ARTES Y ARTES DECORATIVAS",CARICATURA COMICS Y NOVELA GRAFICA,14,2022-10-14,Viernes,Octubre,Fondo
128647,161053,SUCURSAL_2,2022,9,EDITORIAL PLANETA MEXICANA,4420634.0,PISO DE VENTA,1.0,318.0,184.44,9786070769214,0.0,El hombre ilustrado,LIBRO,318.0,184.44,"BRADBURY, RAY",42.0,MINOTAURO,LITERATURA,LITERATURA,CIENCIA FICCION Y LITERATURA FANTASTICA,28,2022-09-28,MiÃ©rcoles,Septiembre,Fondo
56997,70838,SUCURSAL_1,2022,7,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7297944.0,PISO DE VENTA,1.0,399.0,231.42,9786073156738,0.0,"Padre Rico, Padre Pobre",LIBRO,399.0,231.42,"KIYOSAKI, ROBERT T.",42.0,AGUILAR,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,28,2022-07-28,Jueves,Julio,Fondo
172817,211737,SUCURSAL_4,2021,12,COLOFON SA DE CV,861430.0,PISO DE VENTA,1.0,800.0,550.0,9788425414329,0.2,"LENGUAJE DEL CUERPO, EL",LIBRO,1000.0,,"LOWEN, ALEXANDER",45.0,HERDER,HUMANIDADES,PSICOLOGIA,PSICOLOGIA APLICADA,1,2021-12-01,MiÃ©rcoles,Diciembre,Fondo
107306,135612,SUCURSAL_2,2021,12,EDITORIAL OCEANO DE MEXICO SA DE CV,4335397.0,PISO DE VENTA,1.0,423.75,311.88,9788461716098,0.25,"VOZ DE TU ALMA, LA",LIBRO,565.0,,"GARCIA CALVO, LAIN",44.8,EDICION DE AUTOR,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,3,2021-12-03,Viernes,Diciembre,Fondo
34278,41807,SUCURSAL_1,2021,10,COLOFON SA DE CV,7208357.0,PISO DE VENTA,1.0,1376.0,946.0,9788425439360,0.2,BIBLIA Y HELENISMO EL PENSAMIENTO GRIEGO Y LA FORMACION DEL CRISTIANISMO,LIBRO,1720.0,,"PIÃERO, ANTONIO",45.0,HERDER,HUMANIDADES,RELIGION,DOCTRINAS RELIGIOSAS,29,2021-10-29,Viernes,Octubre,Fondo
2997,3770,SUCURSAL_1,2022,3,EDITORIAL OCEANO DE MEXICO SA DE CV,7262642.0,PISO DE VENTA,1.0,480.0,264.96,9788484458869,0.0,RegenÃ©rate. Libera la resiliencia natural de tu cuerpo mediante la nueva biologÃ­a,LIBRO,480.0,,"JI, SAYER",44.8,OCEANO / GAIA,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SALUD ALTERNATIVA,SALUD GENERAL,17,2022-03-17,Jueves,Marzo,Novedad
60696,75105,SUCURSAL_1,2022,11,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7332112.0,PISO DE VENTA,1.0,269.0,156.02,9786073189255,0.0,La odisea de ser humano,LIBRO,269.0,156.02,OSHO,42.0,DEBOLSILLO,HUMANIDADES,ESOTERISMO,OSHO,1,2022-11-01,Martes,Noviembre,Fondo
66317,81582,SUCURSAL_1,2022,9,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7322409.0,PISO DE VENTA,1.0,649.0,388.02,9786073812085,0.0,Roma soy yo. La verdadera historia de Julio CÃ©sar,LIBRO,649.0,376.42,"POSTEGUILLO, SANTIAGO",42.0,AGUILAR,LITERATURA,LITERATURA,NARRATIVA IBEROAMERICANA,28,2022-09-28,MiÃ©rcoles,Septiembre,Fondo
142527,178257,SUCURSAL_2,2022,10,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,4425892.0,PISO DE VENTA,2.0,458.0,132.82,9786073816083,0.0,MÃ¡s gente tÃ³xica,LIBRO,229.0,132.82,"STAMATEAS, BERNARDO",42.0,B DE BOLSILLO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,14,2022-10-14,Viernes,Octubre,Novedad
175249,214738,SUCURSAL_4,2022,8,EDITORIAL PLANETA MEXICANA,892679.0,PISO DE VENTA,1.0,318.0,184.44,9786070747434,0.0,Cuentos de buenas noches para niÃ±as rebeldes 2,LIBRO,318.0,184.44,"CAVALLO, FRANCESCA",42.0,PLANETA,JUVENIL,LITERATURA,LITERATURA JUVENIL,20,2022-08-20,SÃ¡bado,Agosto,Fondo
138860,173836,SUCURSAL_2,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,4447620.0,PISO DE VENTA,1.0,349.0,202.42,9786073804059,0.0,El invencible verano de Liliana,LIBRO,349.0,202.42,"RIVERA GARZA, CRISTINA",42.0,LRH (LITERATURA RANDOM HOUSE),LITERATURA,LITERATURA,AUTORES MEXICANOS,29,2022-12-29,Jueves,Diciembre,Fondo
37269,45689,SUCURSAL_1,2022,8,PEARSON EDUCACION DE MEXICO SA DE CV,7300479.0,PISO DE VENTA,5.0,1200.0,156.0,9781408269152,0.0,LONGMAN DICCIONARIO INGLES BASICO PARA ESTUDIANTES MEXICANOS (INCLUYE CD),LIBRO,240.0,156.0,LONGMAN,35.0,LONGMAN,"TEXTOS ESCOLARES, UNIVERSITARIOS Y TÃCNICOS",OBRAS DE REFERENCIA Y CONSULTA,DICCIONARIOS Y ENCICLOPEDIAS,6,2022-08-06,SÃ¡bado,Agosto,Fondo
19241,25055,SUCURSAL_1,2021,4,NIRVANA LIBROS SA DE CV,7140069.0,PISO DE VENTA,1.0,330.0,232.5,9788417399900,,"CANNABIS MEDICINAL, EL. GUIA PARA EL PACIENTE",LIBRO,440.0,,"LEINOW, LEONARD",50.0,SIRIO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SALUD ALTERNATIVA,MEDICINA ALTERNATIVA,23,2021-04-23,Viernes,Abril,Fondo
60562,74943,SUCURSAL_1,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7341657.0,PISO DE VENTA,1.0,149.0,86.42,9786073186001,0.0,La Ãºltima carta,LIBRO,149.0,86.42,"AHERN, CECELIA",42.0,VERGARA,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,4,2022-12-04,Domingo,Diciembre,Fondo
74524,91571,SUCURSAL_5,2021,4,EDITORIAL OCEANO DE MEXICO SA DE CV,627270.0,PISO DE VENTA,1.0,255.0,140.76,9788433902269,,"HOMBRE QUE CONFUNDIO A SU MUJER CON UN SOMBRERO, EL",LIBRO,255.0,,"SACKS, OLIVER",44.8,ANAGRAMA,HUMANIDADES,PSICOLOGIA,PSICOLOGIA GENERAL,23,2021-04-23,Viernes,Abril,Fondo
68258,83780,SUCURSAL_1,2022,9,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7317650.0,PISO DE VENTA,1.0,249.0,144.42,9786073816311,0.0,Genios de Qatar,LIBRO,249.0,144.42,"LATI, ALBERTO",42.0,PLAN B,ENTRETENIMIENTO Y ESTILO DE VIDA,DEPORTES Y ACTIVIDADES RECREATIVAS,DEPORTES Y JUEGOS ATLETICOS,14,2022-09-14,MiÃ©rcoles,Septiembre,Novedad
